availability_365,reviews_per_month,number_of_reviews,minimum_nights,calculated_host_listings_count,latitude,longitude,churned,room_type_Hotel room,room_type_Private room,room_type_Shared room,churn_predicted
90,1.0,1,2,32,45.45408511332179,-73.59449121107421,0,False,True,False,1
283,0.0,0,31,12,45.54841,-73.61675,1,False,True,False,0
345,0.38,1,1,4,45.49680174966678,-73.5742274299264,0,False,False,False,0
328,0.0,0,31,69,45.507542901415306,-73.56837224018942,1,False,False,False,1
365,0.0,0,32,11,45.46188307885413,-73.58121605649718,1,False,False,False,0
363,0.0,0,92,1,45.49689009999999,-73.5718191,1,False,False,False,0
175,1.36,3,1,6,45.53998,-73.612,0,False,False,False,0
54,0.0,0,2,19,45.45462758638206,-73.58806446071071,1,False,True,False,1
68,0.0,0,2,19,45.4531325538889,-73.58987413672769,1,False,True,False,1
88,0.0,0,2,19,45.45480150514904,-73.58822687084523,1,False,True,False,1
85,0.0,0,2,19,45.45253,-73.58926,1,False,True,False,1
283,0.0,0,31,69,45.50804598782926,-73.56849736544166,1,False,False,False,1
328,0.0,0,31,69,45.50636,-73.56895,1,False,False,False,1
334,0.0,0,31,69,45.5076766644162,-73.56864594760779,1,False,False,False,1
35,0.0,0,32,1,45.52442013958273,-73.60149257776075,1,False,False,False,1
330,0.0,0,31,69,45.50773591477565,-73.5703476828261,1,False,False,False,1
328,0.0,0,31,69,45.50606,-73.56978,1,False,False,False,1
328,0.0,0,31,69,45.50801706838343,-73.56885680128886,1,False,False,False,1
89,0.0,0,2,26,45.54443,-73.55152,1,False,False,False,1
98,0.91,2,1,4,45.498810961869935,-73.5743846989502,0,False,False,False,1
48,1.34,3,1,14,45.50887,-73.5762,0,False,False,False,1
249,0.0,0,31,6,45.6111733720492,-73.51149675266824,1,False,False,False,1
249,0.0,0,31,4,45.60933,-73.5102,1,False,False,False,1
155,1.25,2,2,4,45.498510157090685,-73.57440615662232,0,False,False,False,0
291,2.93,4,2,9,45.50645059733266,-73.55606013874505,0,False,False,False,0
356,2.0,2,1,9,45.505136278564606,-73.55724172579497,0,False,False,False,0
2,2.84,7,1,9,45.50607247878301,-73.55652043458542,0,False,False,False,0
218,1.0,1,31,50,45.49159,-73.58348,0,False,False,False,0
331,1.69,4,1,9,45.50426,-73.5579,0,False,False,False,0
196,1.0,1,31,50,45.49356466128879,-73.5837444661165,0,False,False,False,1
197,1.0,1,31,50,45.49242453785492,-73.58515563118779,0,False,False,False,1
214,0.0,0,31,50,45.49372,-73.58371,1,False,False,False,1
0,1.0,1,31,50,45.49231135531109,-73.5848698018848,1,False,False,False,1
168,0.0,0,31,50,45.49366948262995,-73.58300686109015,1,False,False,False,1
358,0.0,0,31,69,45.5084,-73.56845,1,False,False,False,0
356,0.0,0,31,69,45.50687,-73.57065,1,False,False,False,0
2,0.0,0,31,69,45.50764,-73.57038,1,False,False,False,1
365,0.0,0,31,1,45.5379373,-73.5696273,1,False,False,False,0
358,0.0,0,31,69,45.50801147674737,-73.5689256750082,1,False,False,False,0
322,0.0,0,31,69,45.50809,-73.57008,1,False,False,False,1
356,0.0,0,31,69,45.508260040694175,-73.56987246702623,1,False,False,False,0
2,0.0,0,31,69,45.50671539223204,-73.57075281182263,1,False,False,False,1
365,0.0,0,31,69,45.50785813598808,-73.56865399164157,1,False,False,False,0
2,0.0,0,31,69,45.50656156153933,-73.56889518501444,1,False,False,False,1
365,0.0,0,31,69,45.50634875143172,-73.56863409034823,1,False,False,False,0
297,0.0,0,31,69,45.50776003366618,-73.57042634137898,1,False,False,False,1
252,0.0,0,31,69,45.50790914484589,-73.56856566396873,1,False,False,False,1
181,0.0,0,31,69,45.50629,-73.57049,1,False,False,False,1
250,0.0,0,31,69,45.50617,-73.56931,1,False,False,False,1
72,0.0,0,2,32,45.45091,-73.59769,1,False,True,False,1
90,1.0,1,2,38,45.44701,-73.60055,0,False,True,False,1
56,0.0,0,2,38,45.44883,-73.59911,1,False,True,False,1
86,0.0,0,2,38,45.44667645038804,-73.59894003597641,1,False,True,False,1
88,0.0,0,2,19,45.44795043694027,-73.60454570142558,1,False,True,False,1
0,0.0,0,2,19,45.44853074821097,-73.60460439947396,1,False,True,False,1
90,0.0,0,2,19,45.450009454700414,-73.60436041690686,1,False,True,False,1
203,3.46,6,1,1,45.52784361305091,-73.58211756328947,0,False,True,False,0
338,1.0,1,2,1,45.48943,-73.79845,0,False,True,False,0
242,3.38,8,2,6,45.51177,-73.5591,0,False,False,False,0
211,0.0,0,31,3,45.4964401,-73.6348172,1,False,False,False,1
203,0.0,0,32,24,45.49477750748359,-73.57388337429553,1,False,False,False,1
123,0.0,0,31,1,45.467644,-73.6133625,1,False,False,False,1
39,2.65,6,5,6,45.49103971169003,-73.58119768272468,0,False,False,False,0
334,0.0,0,31,9,45.50237706023488,-73.57918174907778,1,False,False,False,0
62,12.22,33,1,26,45.51149,-73.56501,0,False,False,False,0
266,0.38,1,2,9,45.49667087021112,-73.57600204646587,0,False,False,False,0
318,4.4,11,3,9,45.49695969106243,-73.57296410948038,0,False,False,False,0
242,1.52,4,3,9,45.50100333173735,-73.57430387288332,0,False,False,False,0
358,0.0,0,160,1,45.49224,-73.55796,1,False,False,False,1
2,0.0,0,31,1,45.51621,-73.55405,1,False,False,False,1
234,4.07,8,2,4,45.47277,-73.60916,0,False,False,False,0
111,3.9,10,2,4,45.47334315535865,-73.60363377227412,0,False,False,False,0
167,0.0,0,2,3,45.49389602748428,-73.57956264490517,1,False,False,False,1
275,0.0,0,1,7,45.52976959999999,-73.5771476,1,False,False,False,0
296,0.0,0,32,24,45.49509778950714,-73.57525785610635,1,False,False,False,1
296,0.0,0,32,24,45.49320575048488,-73.5756119375193,1,False,False,False,1
170,1.85,4,3,6,45.50283,-73.55458,0,False,False,False,0
145,1.0,1,3,6,45.50312,-73.55302,0,False,False,False,1
229,0.0,0,3,6,45.50110959030719,-73.5544014843283,1,False,False,False,1
164,0.0,0,3,6,45.50123308074371,-73.55468653030098,1,False,False,False,1
351,0.0,0,1,2,45.49293279739667,-73.57940164699144,1,False,False,False,0
126,0.0,0,31,2,45.4550715428736,-73.59148912131786,1,False,False,False,1
355,4.0,4,1,1,45.53907962554666,-73.60633190020155,0,False,False,False,0
68,0.42,1,1,33,45.537895656190855,-73.55348009117964,0,False,False,False,1
177,0.0,0,32,1,45.52787370129326,-73.55065383017063,1,False,False,False,1
341,0.0,0,31,1,45.47833,-73.86781,1,False,True,False,0
89,0.85,2,1,33,45.53015,-73.5448,0,False,False,False,1
90,2.11,5,1,33,45.53780642849026,-73.56337745983036,0,False,False,False,0
58,0.0,0,32,1,45.54039924469498,-73.62103335578703,1,False,False,False,1
0,2.08,5,1,1,45.49053,-73.58193,1,False,False,False,1
0,1.0,1,31,1,45.51023499999999,-73.5653019,1,False,True,False,1
1,0.0,0,31,3,45.46584,-73.57292,1,False,False,False,1
2,1.25,3,1,7,45.5188077,-73.5831413,0,False,False,False,1
322,1.0,1,1,7,45.5188077,-73.5831413,0,False,False,False,0
308,0.0,0,1,7,45.5188077,-73.5831413,1,False,False,False,0
336,0.0,0,1,2,45.54090055149809,-73.6095392443342,1,False,False,False,0
2,0.0,0,32,18,45.48262,-73.62768,1,False,True,False,1
28,6.25,15,1,1,45.50749,-73.55296,0,False,False,False,0
43,5.37,12,1,1,45.52419,-73.58537,0,False,False,False,0
173,0.0,0,33,1,45.4691,-73.86155,1,False,False,False,1
106,0.48,1,2,1,45.51794,-73.58017,0,False,False,False,1
350,0.0,0,31,6,45.54773,-73.60515,1,False,True,False,0
365,0.0,0,31,9,45.52978,-73.58548,1,False,True,False,0
78,15.97,33,1,26,45.49074,-73.58199,0,False,False,False,0
304,0.0,0,31,1,45.51913,-73.55638,1,False,False,False,0
324,0.0,0,3,9,45.52988,-73.58614,1,False,True,False,0
304,0.0,0,20,9,45.52172,-73.61056,1,False,True,False,0
299,2.0,2,1,1,45.5484,-73.59221,0,False,False,False,0
57,2.0,2,1,4,45.50493,-73.55512,0,False,False,False,0
354,0.0,0,1,4,45.50503,-73.55541,1,False,False,False,0
327,1.58,3,1,8,45.49423,-73.58036,0,False,False,False,0
74,2.38,5,1,2,45.47944,-73.57987,0,False,False,False,0
49,0.0,0,31,1,45.5346,-73.59751,1,False,False,False,1
91,0.0,0,31,2,45.54935,-73.66483,1,False,False,False,1
89,0.0,0,31,2,45.45154332167128,-73.59299012607026,1,False,True,False,1
0,0.0,0,31,1,45.58021,-73.55728,1,False,False,False,1
329,0.0,0,2,6,45.4598,-73.59201,1,False,False,False,0
343,1.0,1,3,3,45.45894,-73.59198,0,False,False,False,0
365,0.0,0,31,1,45.44968,-73.60734,1,False,False,False,0
243,0.0,0,31,3,45.52399,-73.54998,1,False,False,False,1
87,7.11,9,1,5,45.52504,-73.58334,0,False,False,False,0
319,0.0,0,31,1,45.52291,-73.59157,1,False,False,False,0
85,2.0,2,1,5,45.52369,-73.58488,0,False,False,False,0
84,0.0,0,1,5,45.5258,-73.58398,1,False,False,False,1
2,0.0,0,90,1,45.53384,-73.68101,1,False,False,False,1
298,0.0,0,32,24,45.49389955095739,-73.57396672086035,1,False,False,False,1
0,0.0,0,32,24,45.493641943641606,-73.57373650915714,1,False,False,False,1
298,0.0,0,32,24,45.4933554520756,-73.57432035867738,1,False,False,False,1
325,0.86,2,3,1,45.60598178270462,-73.5730200210965,0,False,False,False,0
365,0.86,1,31,2,45.434296912185296,-73.67686165454197,0,False,False,False,0
306,0.0,0,31,1,45.49377,-73.57419,1,False,False,False,1
2,0.0,0,31,4,45.49654,-73.57631,1,False,False,False,1
364,0.0,0,31,1,45.49510591793136,-73.60853912097015,1,False,False,False,0
339,0.0,0,1,2,45.45061193299882,-73.60038098937892,1,False,False,False,0
362,0.88,2,2,3,45.54504307450439,-73.70173711727695,0,False,False,False,0
252,0.87,2,3,1,45.49371435423451,-73.55974873057289,0,False,False,False,0
242,0.0,0,2,10,45.530967241232325,-73.56209101376186,1,False,False,False,1
0,1.0,1,2,10,45.53894086635016,-73.54496747498301,1,False,False,False,1
349,2.43,6,2,10,45.56921,-73.59632,0,False,False,False,0
2,3.86,9,1,1,45.46553520111701,-73.56537860812068,0,False,False,False,0
267,5.09,9,2,10,45.49882,-73.55887,0,False,False,False,0
261,3.21,6,2,10,45.5272,-73.56044,0,False,False,False,0
211,0.0,0,2,10,45.51121,-73.55645,1,False,False,False,1
180,0.0,0,31,2,45.52757,-73.72338,1,False,False,False,1
2,0.0,0,31,4,45.49853,-73.65053,1,False,False,False,1
365,0.0,0,31,4,45.4268783,-73.6035946,1,False,False,False,0
0,0.0,0,2,19,45.54503810616952,-73.54832124536604,1,False,False,False,1
0,2.08,5,1,6,45.54043351281518,-73.68294378086911,1,False,False,False,0
325,3.0,5,1,26,45.49760167879889,-73.58399719313708,0,False,False,False,0
55,0.0,0,1,6,45.49468,-73.58136,1,False,False,False,1
179,1.97,5,1,1,45.53039,-73.55321,0,False,False,False,0
0,0.0,0,31,4,45.55024,-73.57885,1,False,False,False,1
90,0.0,0,2,38,45.45100828721488,-73.60247386477184,1,False,True,False,1
83,0.0,0,2,1,45.44883,-73.60374,1,False,True,False,1
90,0.0,0,2,38,45.44916,-73.6046,1,False,True,False,1
0,17.37,44,1,26,45.49152009936716,-73.5815570720493,1,False,False,False,0
335,0.0,0,2,4,45.49323310121195,-73.58347007661142,1,False,False,False,0
31,2.46,5,2,1,45.517308060484446,-73.58005591268922,0,False,False,False,0
163,0.0,0,31,1,45.54845717919215,-73.58293206119926,1,False,False,False,1
180,0.0,0,31,22,45.61043963489964,-73.6098004894019,1,False,False,False,1
365,0.0,0,1,15,45.53119033135906,-73.55207300518099,1,False,False,False,0
363,0.0,0,1,15,45.53179,-73.55389,1,False,False,False,0
349,0.0,0,1,15,45.531246958380585,-73.55245728655918,1,False,False,False,0
80,0.0,0,2,38,45.60383,-73.53226,1,False,True,False,1
90,0.86,2,2,38,45.60433,-73.53224,0,False,True,False,1
218,0.0,0,31,1,45.524,-73.55728,1,False,False,False,1
332,3.69,8,1,1,45.5243,-73.72667,0,False,False,False,0
26,0.0,0,31,1,45.5176735,-73.5796495,1,False,False,False,1
363,23.33,49,1,4,45.50967608787768,-73.55181554506991,0,False,True,False,0
357,0.0,0,1,3,45.501820284351794,-73.55500320396052,1,False,False,False,0
361,0.43,1,1,3,45.50201566944848,-73.55627435964483,0,False,False,False,0
360,0.0,0,1,3,45.50397,-73.55639,1,False,False,False,0
191,0.0,0,31,18,45.52375319999999,-73.6061569,1,False,False,False,1
135,1.43,3,31,18,45.5208816,-73.5999683,0,False,False,False,0
146,0.0,0,31,18,45.5208816,-73.5999683,1,False,False,False,1
365,0.0,0,1,14,45.51627756868922,-73.5559603992961,1,False,True,False,0
334,1.0,1,2,2,45.49796,-73.57066,0,False,False,False,0
0,0.0,0,31,3,45.50346420249145,-73.56278201772399,1,False,True,False,1
30,1.76,4,3,5,45.4956389245597,-73.57223336333966,0,False,False,False,1
234,0.0,0,31,4,45.5209734,-73.56724299999999,1,False,False,False,1
0,3.1,6,1,50,45.49495799908125,-73.58162137134131,1,False,False,False,0
1,0.0,0,31,1,45.49227,-73.55949,1,False,False,False,1
108,0.0,0,2,31,45.5145133606044,-73.5667815322798,1,False,False,False,1
144,0.0,0,32,93,45.43846,-73.88936,1,False,False,False,1
293,0.0,0,31,1,45.49286,-73.58316,1,False,True,False,1
220,0.0,0,31,1,45.50642573816667,-73.56570415714721,1,False,False,False,1
95,4.11,10,2,31,45.51469116412739,-73.56464849114012,0,False,False,False,0
115,2.14,5,2,31,45.51632012611492,-73.56530028527413,0,False,False,False,0
364,0.0,0,31,1,45.4923279,-73.5769674,1,False,True,False,0
109,3.48,8,2,2,45.53199,-73.72493,0,False,False,False,0
0,0.0,0,31,19,45.459075696034894,-73.56924270660777,1,False,True,False,1
334,0.0,0,31,2,45.530033482303175,-73.60728889484645,1,False,False,False,0
284,3.39,7,1,16,45.53316,-73.61529,0,False,False,False,0
80,0.92,2,3,1,45.52033077721104,-73.55788296030325,0,False,False,False,1
111,0.0,0,32,93,45.47782306495922,-73.60611662771002,1,False,False,False,1
84,0.0,0,31,11,45.54025,-73.64398,1,False,True,False,1
280,0.0,0,31,6,45.50739730023186,-73.5728943690738,1,False,True,False,1
0,0.0,0,31,1,45.52785,-73.68116,1,False,True,False,1
8,1.0,1,2,2,45.45163290445516,-73.59272721812367,0,False,False,False,1
2,0.0,0,32,1,45.527661870785074,-73.56507027636854,1,False,False,False,1
89,0.0,0,3,1,45.5695384,-73.53421999999999,1,False,False,False,1
163,0.0,0,31,12,45.54698,-73.61797,1,False,True,False,1
334,0.0,0,31,12,45.54887,-73.61864,1,False,True,False,0
272,0.0,0,31,2,45.51949612601503,-73.56581549374336,1,False,False,False,1
345,2.76,7,1,5,45.5193395591909,-73.57307743281126,0,False,False,False,0
360,0.0,0,1,1,45.4876476,-73.630692,1,False,True,False,0
90,1.0,1,2,1,45.50196649999999,-73.79295499999999,0,False,False,False,0
0,1.0,1,31,1,45.52909,-73.59433,1,False,True,False,1
272,1.61,3,2,8,45.4942301,-73.5803607,0,False,False,False,0
2,0.0,0,31,1,45.546526677177866,-73.63132614892571,1,False,False,False,1
270,1.76,4,2,31,45.51414862579299,-73.56498544322262,0,False,False,False,0
363,0.0,0,31,1,45.5125,-73.54791,1,False,False,False,0
257,0.0,0,31,8,45.55355,-73.53881,1,False,False,False,1
76,0.55,1,1,33,45.45524,-73.56547,0,False,False,False,1
48,3.16,6,1,33,45.45616,-73.56626,0,False,False,False,0
364,0.0,0,31,1,45.40681,-73.9516,1,False,False,False,0
291,1.38,3,1,8,45.49423,-73.58036,0,False,False,False,0
263,2.0,2,2,8,45.49423,-73.58036,0,False,False,False,0
324,1.0,1,2,8,45.49423,-73.58036,0,False,False,False,0
311,1.09,2,1,8,45.49423,-73.58036,0,False,False,False,0
2,2.31,4,1,8,45.49423,-73.58036,0,False,False,False,0
0,4.29,9,2,8,45.49423,-73.58036,1,False,False,False,0
61,0.88,1,1,33,45.53009,-73.58958,0,False,False,False,1
89,0.0,0,1,33,45.47005,-73.56659,1,False,False,False,1
87,0.0,0,30,33,45.43977,-73.58087,1,False,False,False,1
87,0.0,0,1,33,45.43965,-73.58116,1,False,False,False,1
59,0.0,0,1,33,45.43775,-73.58283,1,False,False,False,1
80,1.0,1,1,33,45.43777,-73.58161,0,False,False,False,1
86,0.0,0,1,33,45.56912,-73.53907,1,False,False,False,1
180,0.0,0,31,22,45.60728,-73.51067,1,False,True,False,1
365,0.0,0,31,1,45.53744,-73.58504,1,False,False,False,0
75,1.0,1,1,2,45.51782,-73.56999,0,False,False,False,1
89,0.0,0,31,22,45.60939,-73.50911,1,False,True,False,1
1,3.87,8,2,1,45.5482,-73.61009,0,False,False,False,0
365,0.0,0,31,1,45.50728,-73.65948,1,False,False,False,0
341,0.0,0,31,1,45.50376,-73.55955,1,False,False,False,0
365,0.0,0,31,1,45.51852,-73.58045,1,False,False,False,0
308,0.0,0,60,1,45.50713,-73.56598,1,False,False,False,1
2,0.0,0,31,1,45.50271,-73.58328,1,False,True,False,1
365,0.0,0,31,2,45.53726,-73.59425,1,False,False,False,0
3,0.0,0,2,7,45.51881,-73.58314,1,False,False,False,1
186,0.0,0,31,1,45.4683,-73.64493,1,False,False,False,1
3,0.0,0,1,4,45.49893,-73.55875,1,False,False,False,1
2,0.0,0,1,9,45.46729,-73.63947,1,False,False,False,1
364,0.0,0,1,9,45.4657,-73.64072,1,False,False,False,0
363,0.0,0,32,4,45.5298552,-73.62743689999999,1,False,False,False,0
65,3.0,4,1,33,45.57088,-73.5394,0,False,False,False,0
89,0.0,0,1,33,45.56942,-73.53914,1,False,False,False,1
360,0.63,1,1,1,45.4959143,-73.5678385,0,False,False,False,0
0,0.0,0,31,1,45.4976032,-73.5866167,1,False,False,False,1
365,0.63,1,1,4,45.4970764,-73.5837902,0,False,False,False,0
2,0.0,0,31,1,45.55542867872096,-73.58989018946886,1,False,False,False,1
164,0.0,0,31,5,45.50098,-73.57379,1,False,False,False,1
326,0.0,0,31,12,45.547182004888846,-73.6165633264201,1,False,True,False,0
364,0.0,0,31,1,45.53617,-73.61838,1,False,True,False,0
118,3.24,4,2,1,45.4730898723488,-73.60653153254508,0,False,False,False,0
144,0.0,0,3,3,45.49281034906442,-73.56453940487833,1,False,False,False,1
164,0.0,0,3,3,45.49243,-73.56366,1,False,False,False,1
131,0.0,0,3,3,45.49338,-73.56279,1,False,False,False,1
365,0.0,0,1,23,45.46381,-73.61682,1,False,False,False,0
89,0.0,0,31,1,45.50230286946541,-73.57509947161712,1,False,False,False,1
364,0.0,0,31,69,45.47827,-73.589,1,False,False,False,0
144,0.0,0,3,2,45.49282,-73.55798,1,False,False,False,1
364,0.0,0,31,69,45.51481,-73.57042,1,False,False,False,0
365,0.0,0,31,69,45.49968,-73.58108,1,False,False,False,0
2,0.0,0,31,69,45.51572714799069,-73.55972230279338,1,False,False,False,1
326,0.0,0,31,69,45.51121586554201,-73.56563116827424,1,False,False,False,1
92,0.0,0,31,69,45.51111,-73.56596,1,False,False,False,1
85,0.0,0,31,2,45.493792,-73.57317499999999,1,False,False,False,1
365,0.0,0,31,69,45.509259059139936,-73.56442040840491,1,False,False,False,0
141,0.0,0,31,69,45.51759227063884,-73.55735141547221,1,False,False,False,1
153,2.0,2,1,2,45.431462445590455,-73.62484059534846,0,False,False,False,0
190,0.0,0,31,69,45.51752,-73.55881,1,False,False,False,1
300,0.0,0,31,5,45.49748108154526,-73.57529035271868,1,False,False,False,1
172,1.0,1,1,2,45.57275,-73.62948,0,False,True,False,0
0,0.0,0,3,2,45.49323,-73.5604,1,False,False,False,1
327,0.0,0,31,69,45.518850194432645,-73.55882153982152,1,False,False,False,1
192,0.0,0,31,69,45.50159347136553,-73.58395437832982,1,False,False,False,1
344,0.0,0,31,69,45.49443717998421,-73.57246836791073,1,False,False,False,1
182,0.0,0,31,69,45.49507,-73.56989,1,False,False,False,1
138,0.0,0,1,2,45.53769,-73.54263,1,False,False,False,1
105,0.0,0,31,37,45.4981711,-73.55781809999999,1,False,False,False,1
168,0.0,0,1,2,45.53914524746769,-73.54119962870745,1,False,False,False,1
81,1.0,1,1,5,45.52536,-73.58349,0,False,False,False,1
363,0.0,0,1,6,45.49322200600881,-73.5638555953708,1,False,False,False,0
351,0.0,0,1,3,45.511086307029295,-73.5604604996035,1,False,False,False,0
2,0.0,0,1,6,45.493369278708855,-73.56390955087736,1,False,False,False,1
2,0.0,0,1,3,45.51138,-73.55987,1,False,False,False,1
129,0.0,0,31,6,45.49130010894231,-73.56307480377647,1,False,False,False,1
2,0.0,0,1,6,45.49166209132192,-73.56327055976098,1,False,False,False,1
361,0.75,1,1,6,45.49301,-73.56333,0,False,False,False,0
365,0.0,0,31,6,45.49112156646176,-73.56360728647132,1,False,False,False,0
90,0.0,0,31,1,45.48374382623298,-73.63082975857607,1,False,True,False,1
294,0.0,0,31,6,45.49143,-73.56407,1,False,False,False,1
303,0.0,0,3,1,45.52209,-73.56894,1,False,False,False,0
90,1.0,1,1,33,45.52800852297247,-73.54662376376439,0,False,False,False,1
64,0.0,0,1,33,45.530070791104094,-73.54517030671231,1,False,False,False,1
75,0.0,0,1,33,45.53109,-73.55314,1,False,False,False,1
81,0.0,0,1,33,45.53284,-73.55265,1,False,False,False,1
74,0.0,0,1,1,45.4756123,-73.5860801,1,False,False,False,1
2,0.0,0,31,2,45.49348,-73.55635,1,False,False,False,1
64,2.79,4,1,5,45.44724,-73.74992,0,False,False,False,0
92,0.0,0,39,1,45.5369243,-73.558258,1,False,False,False,1
192,3.62,7,3,3,45.49877,-73.56036,0,False,False,False,0
363,0.0,0,1,9,45.46571,-73.64099,1,False,False,False,0
365,0.0,0,1,9,45.46766,-73.64109,1,False,False,False,0
364,0.0,0,1,9,45.46765,-73.6411,1,False,False,False,0
363,0.0,0,1,9,45.46581,-73.63924,1,False,False,False,0
365,0.0,0,1,9,45.46587,-73.64155,1,False,False,False,0
364,0.0,0,1,9,45.46773,-73.64106,1,False,False,False,0
2,0.0,0,1,9,45.4657,-73.63948,1,False,False,False,1
328,0.0,0,5,7,45.43078,-73.64416,1,False,False,False,0
172,0.0,0,31,2,45.53405,-73.60609,1,False,False,False,1
365,0.0,0,31,1,45.49591,-73.56784,1,False,False,False,0
2,0.0,0,1,4,45.49886,-73.55806,1,False,False,False,1
356,0.0,0,1,4,45.49952,-73.55833,1,False,False,False,0
365,0.0,0,1,4,45.49914,-73.56014,1,False,False,False,0
365,1.0,1,1,4,45.49898,-73.55835,0,False,False,False,0
2,6.6,11,1,4,45.53713,-73.54069,0,False,False,False,0
88,0.0,0,1,33,45.57125,-73.53729,1,False,False,False,1
